-68.91 , 434.14 , 178.83 , 59
20.57 , 55.54 , 37.54 , 60
119.14 , -170.53 , -10.44 , 61
235.84 , -481.32 , -110.35 , 62
557.62 , 63.66 , -243.47 , 63
494.87 , 300.84 , -229.98 , 64
360.35 , 464.97 , -148.80 , 65
227.42 , 533.20 , -36.07 , 66
174.50 , 525.63 , 62.87 , 67
-12.45 , -106.32 , -60.97 , 69
60.24 , 55.30 , -32.53 , 70
-8.48 , 25.51 , -72.94 , 71
-21.61 , -58.29 , -77.88 , 72
73.36 , -11.72 , -43.03 , 73
9.89 , 27.53 , -11.66 , 74
-39.31 , 7.14 , -29.17 , 75
-45.17 , 5.49 , -41.81 , 76
1.95 , 9.95 , -28.75 , 77
43.27 , -4.03 , -24.41 , 78
23.01 , -20.75 , -25.39 , 79
-10.80 , -7.81 , -50.17 , 80
-49.32 , -24.41 , -109.25 , 81
-79.96 , -51.88 , -118.29 , 82
-54.87 , -5.74 , -52.55 , 83
23.74 , 25.45 , 2.08 , 84
-4.70 , 3.17 , 11.05 , 85
-10.50 , -5.98 , 8.91 , 86
-0.92 , 12.02 , 13.73 , 87
-2.56 , 1.53 , 15.26 , 88
20.75 , 9.77 , 24.72 , 89
-2.87 , 8.67 , 15.32 , 90
0.92 , 11.78 , 10.07 , 91
4.15 , 0.61 , 7.32 , 92
16.85 , 7.69 , 14.53 , 93
3.23 , 6.65 , 21.97 , 94
-16.36 , 11.41 , 39.55 , 95
-18.98 , 5.13 , 40.59 , 96
-16.36 , -7.69 , 24.96 , 97
-15.50 , -5.00 , 15.93 , 98
-12.33 , -2.08 , 7.63 , 99
5.62 , -12.94 , -4.33 , 100
-4.33 , -11.96 , -13.79 , 101
9.89 , 5.13 , -12.33 , 102
-4.82 , 0.18 , -9.28 , 103
0.18 , 4.58 , -1.34 , 104
3.66 , 5.25 , 1.16 , 105
3.30 , 3.23 , -0.79 , 106
5.74 , 3.91 , 2.99 , 107
3.11 , 4.27 , 1.65 , 108
-0.49 , 1.10 , 1.34 , 109
-2.56 , 2.81 , 4.76 , 110
-3.72 , 4.33 , 5.43 , 111
-23.19 , 15.32 , 9.70 , 112
33.08 , -16.60 , 16.97 , 113
5.37 , -10.25 , 14.16 , 114
2.08 , -3.85 , 1.83 , 115
-35.83 , 6.59 , -3.23 , 116
-13.79 , -2.81 , 0.67 , 117
16.54 , -23.86 , 2.26 , 118
8.61 , -45.17 , -4.58 , 119
0.06 , -10.62 , -10.93 , 120
-3.91 , -2.87 , -3.97 , 121
-4.39 , -2.75 , -0.49 , 122
6.41 , 0.43 , 2.87 , 123
-1.83 , 1.22 , 1.83 , 124
-2.08 , -0.31 , 1.34 , 125
-0.06 , 0.12 , 1.10 , 126
-1.10 , -0.06 , 0.92 , 127
1.95 , 7.63 , 1.28 , 128
-2.75 , 1.04 , -0.06 , 129
-0.37 , 0.79 , -0.06 , 130
-0.73 , -0.92 , -0.67 , 131
-0.79 , -0.49 , 0.06 , 132
1.34 , 1.71 , 2.69 , 133
2.26 , -1.46 , 1.77 , 134
1.53 , -0.12 , 1.59 , 135
-0.43 , 0.00 , 1.89 , 136
1.22 , -0.73 , 1.59 , 137
3.42 , -0.98 , 2.50 , 138
-3.48 , -0.61 , 0.73 , 139
0.18 , 1.28 , 1.77 , 140
2.20 , 1.40 , 2.50 , 141
1.77 , -0.49 , 0.06 , 142
0.55 , -0.37 , -0.98 , 143
-10.13 , 5.31 , -12.94 , 144
-4.76 , -5.55 , -29.97 , 145
7.75 , -11.72 , -30.82 , 146
8.54 , 18.13 , -16.60 , 147
-4.64 , 13.00 , -10.31 , 148
-27.47 , 18.31 , -7.81 , 149
-24.84 , 15.08 , -1.71 , 150
-9.28 , 9.64 , 11.60 , 151
-5.25 , -2.93 , 7.87 , 152
4.58 , -4.82 , 4.94 , 153
4.76 , -2.44 , 8.79 , 154
0.37 , 15.99 , 7.57 , 155
2.69 , 6.16 , 5.49 , 156
-1.10 , -2.50 , -0.06 , 157
-2.44 , 1.46 , 2.44 , 158
1.77 , 9.64 , 6.35 , 159
0.61 , -0.61 , 3.30 , 160
-0.98 , -0.24 , 0.00 , 161
1.34 , -3.23 , -1.65 , 162
2.69 , 2.01 , 0.61 , 163
-5.55 , -1.40 , -1.46 , 164
-4.27 , -1.95 , -0.73 , 165
-1.59 , 0.79 , 2.26 , 166
0.67 , -0.85 , 1.71 , 167
0.49 , 0.67 , 2.01 , 168
-2.93 , 1.16 , 1.71 , 169
-0.24 , 0.12 , 1.71 , 170
3.30 , -0.61 , 1.34 , 171
2.69 , 0.61 , 1.34 , 172
1.10 , -2.99 , 1.04 , 173
0.37 , -0.67 , -0.49 , 174
-0.85 , -0.49 , 1.28 , 175
-1.65 , 0.61 , 3.30 , 176
0.49 , 0.31 , 3.30 , 177
1.22 , -2.44 , 0.00 , 178
-1.89 , -1.34 , 1.53 , 179
-1.28 , 2.14 , 0.92 , 180
0.37 , 1.83 , 2.32 , 181
0.67 , 2.32 , 4.27 , 182
-7.32 , 1.71 , -2.99 , 183
-10.31 , -9.77 , 0.98 , 184
-0.43 , -16.11 , 0.00 , 185
-28.08 , -31.98 , 11.96 , 186
20.69 , -0.55 , 26.73 , 187
20.39 , -14.83 , 33.75 , 188
-4.09 , 64.21 , 27.40 , 189
-129.33 , 209.35 , 109.07 , 190
-975.40 , 541.14 , -199.40 , 191
-930.42 , -261.72 , -557.19 , 192
-439.64 , -868.29 , -434.69 , 193
-242.31 , -990.48 , -123.11 , 194
-543.88 , -898.25 , 218.32 , 195
-915.83 , -256.41 , 473.33 , 196
489.75 , 303.96 , 169.80 , 197
-53.83 , 81.67 , 36.80 , 198
-320.92 , -37.78 , 30.88 , 199
-317.44 , -73.24 , -84.41 , 200
-1098.33 , -305.91 , -338.26 , 201
-908.69 , -979.61 , -260.56 , 202
-1033.63 , -874.15 , 225.40 , 203
-1321.90 , -125.12 , 321.53 , 204
-1320.80 , 139.34 , -88.44 , 205
-1163.94 , -540.71 , -405.94 , 206
-44.68 , 4.46 , 4.76 , 207
110.29 , 108.95 , 8.61 , 208
34.12 , 40.41 , 57.68 , 209
-196.72 , -141.97 , 52.49 , 210
-492.68 , -496.64 , -24.48 , 211
-805.66 , -193.85 , 315.19 , 212
-769.84 , 185.18 , 226.50 , 213
-754.03 , 340.64 , 27.16 , 214
-798.65 , 159.48 , -211.24 , 215
-746.89 , -219.12 , -366.15 , 216
-503.54 , -578.67 , -326.54 , 217
-363.22 , -709.23 , -142.15 , 218
604.37 , 267.70 , 34.55 , 219
358.83 , 274.41 , 37.60 , 220
105.29 , 132.87 , 37.84 , 221
57.74 , -1.71 , 26.79 , 222
40.04 , -225.28 , 55.60 , 223
271.06 , -344.30 , 186.28 , 224
-3.36 , -4.46 , 0.61 , 0
-2.99 , -1.16 , 8.06 , 1
-0.98 , 1.46 , -1.83 , 2
-2.44 , -0.98 , 5.13 , 3
-1.89 , -1.46 , 2.38 , 4
-2.32 , -2.14 , 0.24 , 5
1.10 , -5.62 , 1.40 , 6
0.49 , -0.85 , 3.60 , 7
0.55 , 1.40 , -3.36 , 8
-4.09 , -1.04 , 5.80 , 9
-0.67 , -3.97 , 2.38 , 10
-9.64 , 2.81 , -5.80 , 11
-0.24 , -1.89 , 3.17 , 12
-27.65 , 30.76 , -31.37 , 13
2.08 , 61.10 , -105.22 , 14
-293.21 , 103.82 , -317.32 , 15
-0.55 , -22.34 , -19.53 , 16
-14.40 , -14.34 , -15.93 , 17
70.31 , -29.79 , 27.53 , 18
54.75 , -44.80 , -14.16 , 19
3.91 , 3.60 , -8.73 , 20
10.44 , -18.07 , -5.49 , 21
-1.59 , -8.42 , -44.49 , 22
-37.35 , 46.57 , 36.32 , 23
158.87 , -108.15 , -36.68 , 24
463.62 , -303.34 , -73.24 , 25
401.92 , -235.41 , -142.21 , 26
28.32 , -5.25 , -20.94 , 27
-303.04 , 278.56 , 146.91 , 28
-410.40 , 326.66 , 116.94 , 29
-190.49 , 181.64 , 38.27 , 30
-86.73 , 113.28 , 52.43 , 31
11.17 , -35.22 , 2.20 , 32
26.67 , -247.86 , -60.49 , 33
22.83 , -451.90 , -78.37 , 34
255.55 , -294.19 , -109.68 , 35
-1.40 , -59.88 , -58.17 , 36
-105.83 , 221.19 , 1.04 , 37
-110.66 , 534.24 , 133.97 , 38
-134.52 , 297.24 , 20.14 , 39
10.19 , 136.96 , -2.20 , 40
-0.49 , 24.66 , 0.12 , 41
18.74 , -117.31 , -9.16 , 42
3.48 , -304.14 , -12.15 , 43
41.81 , -305.91 , -49.38 , 44
-1.46 , -79.04 , -40.47 , 45
11.78 , 81.67 , 69.09 , 46
320.19 , -135.38 , 111.33 , 47
409.85 , -317.81 , -30.33 , 48
48.77 , -83.56 , -10.38 , 49
-201.05 , 160.03 , 24.60 , 50
-500.79 , 337.46 , 89.48 , 51
-365.97 , 251.53 , -51.15 , 52
-36.62 , 28.14 , -59.39 , 53
99.85 , -17.94 , 14.04 , 54
110.11 , -35.10 , 17.03 , 55
-279.11 , 4.46 , 32.78 , 56
5.25 , 10.68 , 36.25 , 57
-31.07 , -14.71 , -66.59 , 58
-7.75 , 8.00 , -17.33 , 59
-4.64 , -30.64 , -40.04 , 60
21.48 , -18.80 , 10.56 , 61
19.35 , 10.80 , 30.58 , 62
-13.92 , -26.00 , 1.46 , 63
-7.26 , -14.34 , -37.05 , 64
14.95 , -8.00 , -14.53 , 65
